기관명,차량번호,차량모델,모델연도,주행거리,예정가,낙찰금액,입찰건수,차량설명(특이사항),경매일시,보관소,상세URL,공고번호
용인시청,62마8306,그랜저(GRANDEUR),2010,"300,324","450,000","2,777,000",29,"최초등록일(2010-04-08) 차량내 소화기 없음(낙찰자 설치 의무있음). 원부상 주행거리( 266,144) 자동차검사만료일(2024-04-07) 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK102025A2298&p_Code=7&p_CarNo=62마8306&window=ok,2025-2298
용인시청,81보9598,포터Ⅱ (PORTERⅡ),2016,"70,187","5,000,000","10,700,000",21,"최초등록일(2015-12-10) 차량내 소화기 없음(낙찰자 설치 의무있음). 원부상 주행거리( 69,860) 자동차검사만료일(2025-07-05) 구조변경건수(1건)2015년 제작. 키1개 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK102025A2298&p_Code=8&p_CarNo=81보9598&window=ok,2025-2298
용인시청,83라9989,포터Ⅱ냉동탑차,2014,"369,552","1,000,000","2,668,000",19,"최초등록일(2013-08-01) 차량내 소화기 없음(낙찰자 설치 의무있음). 원부상 주행거리( 334,095) 자동차검사만료일(2021-11-09), 2013년 제작 ,키1개. 엔진상태 불량, 시동 금지. 낙찰시 견인요망, 냉동장치 작동여부 확인불가 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 ",,오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK102025A2298&p_Code=9&p_CarNo=83라9989&window=ok,2025-2298
부천시청,XXX6867,그랜드스타렉스(GRANDSTAREX),2016,"56,021","7,500,000","13,160,000",20,"최초등록일(2015-09-11). 오일누유. 사제네비/후방카메라장착. 타이어공기압체크경고등점등. 원부상 마지막 주행거리(53,444)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=14&p_CarNo=78다6867&window=ok,2023-1319
부천시청,XXX8377,쏘나타(SONATA),2008,"282,910","500,000","1,080,000",7,"최초등록일(2007-09-12) 구조변경건수(2건): 등화장치 (2007-10-04), 등화장치원형복원 (2011-09-20). 영업용이력(1건). 오일누유심함. 엔진오일부족. 냉각수내녹발생. 주차브레이크작동불량. 사제네비장착및 작동불능. 사제오디오장착. 미션변속충격. 하체소음. 에어컨작동불능. 등속조인트고무부츠훼손/누유. 트렁크내물참. 차량상태불량. 폐차",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=12&p_CarNo=49더8377&window=ok,2023-1319
부천시청,XXX8283,CUBE,2012,"126,686","2,000,000","3,870,000",37,"최초등록일(2012-09-11) 차량키1개 해당점검서는 차량 실물과 사고 유,무 또는 외관 틀릴수 있습니다. 반드시 참고로 만 하시기 바랍니다차량상태 및 사고유무는 입찰자가 반드시 현물을 직접확인후 입찰하시기 바랍니다.(클레임 불가) 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인",,오토마트 부산보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=3&p_CarNo=14저8283&window=ok,2024-287
부천시청,XXX5913,아반떼(AVANTE),2008,"315,291","600,000","1,911,000",14,"최초등록일(2008-01-28). 방치및 노후차량. 폐차수준. 외관불량. 배터리방전. 오일누유심함. 하체소음심함. 사제네비/후방카메라장착. 에어컨작동불량. 운전석메인윈도우버튼작동불량. 언더커버없음. 원부상 마지막 주행거리( 265,064)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=7&p_CarNo=53주5913&window=ok,2023-2602
부천시청,XXXX6865,스포티지,2020,"100,132","5,600,000","7,800,000",19,"최초등록일(2019-11-21). 오일누유. 사제네비/후방카메라장착및 네비터치불량. 타이어측면훼손. 실주행거리확인요망. 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=4&p_CarNo=374러6865&window=ok,2024-287
부천시청,XXX2500,에쿠스(EQUUS),2014,"99,462","8,000,000","13,870,000",13,"최초등록일(2013-08-13). 차량키일부파손. 본넷트쇼바불량. 오일누유. 냉각수없음. 조향작동불량/소음. 트렁크내물유입흔적있음. 주행시차체떨림. 도어개폐소음.소음기일부/하체부식.원부상마지막주행거리(60,982)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=5&p_CarNo=42모2500&window=ok,2024-287
부천시청,XXX8615,투싼 (경유),2017,"250,495","3,500,000","8,090,000",78,"전면유리미세돌자국있음/최초등록일2016-11-24 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=6&p_CarNo=47로8615&window=ok,2024-287
부천시청,XXX5056,그랜저(GRANDEUR),2009,"264,425","700,000","1,009,000",7,"해당 차량은 말소차량으로 낙찰 후 낙찰자 책임하에 부활등록해야합니다.최초등록일(2009-05-20). 오일누유심함. 핸들웜기어고무부츠훼손. 보조키1개제작요망. 전동틸딩핸들작동불량. 하체소음심함. 주차브레이크작동불량. 차량상태불량. 원부상 마지막 주행거리(184,079)km. 실주행거리확인요망. 해당 차량은 말소차량으로 낙찰 후 낙찰자 책임하에 부활등록해야합",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=7&p_CarNo=56조5056&window=ok,2024-287
부천시청,XXX7558,카이런,2008,"330,766","700,000","1,519,000",5,"최초등록일(2007-11-30). 구조변경:2021-04-29 1종매연여과장치. 노후차량. 오일누유심함. 벨트균열. 엔진및벨트이음. 차체떨림심함/핸들정렬불량/하체소음심함. 차량상태불량. 원부상마지막주행거리:318,329KM. 실주행거리확인요망 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=8&p_CarNo=62우7558&window=ok,2024-287
부천시청,XXX5988,CHEVROLET COLORADO AWD,2020,"45,663","18,000,000","21,370,000",6,"최초등록일(2019-12-11). 배터리방전. 오일누유. 무선리모콘작동불능. 전방모니터작동불능(옵션일부확인불가). 베터리경고등점등및견인요망. 시동꺼짐/점검불가. 미션상태확인불가. 사륜작동불능. 원부상마지막주행거리:35,559KM. 실주행거리확인요망 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=9&p_CarNo=93머5988&window=ok,2024-287
부천시청,XXXXX2321,봉고프런티어,2002,"259,597","300,000","1,560,000",9,"키없음.점검불가.렉카요망.페차수준.구조변경이력있음 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A287&p_Code=10&p_CarNo=경기83더2321&window=ok,2024-287
부천시청,XXX0510,E280,2007,"183,351","1,000,000","1,399,000",7,"경기북부보관소, 차량 직접 확인 필요최초등록일(2007-08-23) 밧데리방전/빗물유입흔적있음 확인바람/본네지지대불량/키리모콘불량/ 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012024A2656&p_Code=1&p_CarNo=15버0510&window=ok,2024-2656
부천시청,XXX6316,제네시스,2015,"158,720","9,000,000","9,270,000",2,"말소차량으로 부할 등록 필요함최초 등록일(2014년03월14일),검사 유효 기간(2022년03월13일),검사 기간 경과로 낙찰시 검사진행 요망,말소차량으로 부할 등록 필요함.보험 내차피해 조회 불가(차량 번호 오류) 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=1&p_CarNo=12노6316&window=ok,2023-2602
부천시청,XXX9501,모하비,2008,0,"1,000,000","5,120,000",80,"최초등록일(2008-03-25). 구조변경건수(1건):분리형연결장치(2014-04-01)/현차량에없음(낙찰자원형복원의무있음). 차량키없음/점검불가/견인요망. 엔진및 미션확인불가. 차량상태 및 사고유무 입찰자 반드시 현물직접 확인요망(클레임불가). 방치차량. 주행거리확인불가. 트렁크개폐불가. 후범퍼/반사경/언더커버파손. 원부상 마지막 주행거리(229,971)",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=2&p_CarNo=13거9501&window=ok,2023-2602
부천시청,XXX9515,그랜저(GRANDEUR),2008,"231,216","800,000","1,400,000",10,"최초등록일(2007-06-12). 차량키없음/점검불가/견인요망. 엔진및 미션확인불가. 방치차량. 트렁크걔폐불가. 차량상태 및 사고유무 입찰자 반드시 현물직접 확인요망(클레임불가). 원부상 마지막 주행거리(224,607)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=3&p_CarNo=15거9515&window=ok,2023-2602
부천시청,XXXX6865,스포티지,2020,"100,132","7,000,000","10,500,000",19,"최초등록일(2019-11-21). 오일누유. 사제네비/후방카메라장착및 네비터치불량. 타이어측면훼손. 실주행거리확인요망. 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=4&p_CarNo=374러6865&window=ok,2023-2602
부천시청,XXXX7310,스포티지,2013,"161,463","2,000,000","3,770,000",13,"최초등록일(2013-05-13). 영업용이력(1건). 방치차량. 배터리방전. 엔진룸진흙/모래많음/트렁크내물유입흔적있음(침수의심). 사제네비/후방카메라장착(화질불량). 도어키박스불량. 무선리모콘작동불능및 버튼훼손심함. 제동소음/떨림. 하체부식심함. 언더커버없음. 엔진하단부오일누유심함. 원부상마지막주행거리(161,433)km. 주행거리불명. 말소등록비 ( 등록",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=5&p_CarNo=390가7310&window=ok,2023-2602
부천시청,XXX2818,쏘나타(SONATA),2012,"281,779","900,000","1,818,000",8,최초등록일(2011-10-10). 구조변경건수(1건):등화장치-경광등탈거(2015-11-23). 차량상태불량. 폐차수준. 차량상태 및 사고유무 입찰자 반드시 현물직접확인요망(클레임불가). 방치차량. 배터리방전. 엔진룸/실내곰팡이오염. 오일누유심함. 전기장치불안정. 간헐적시동꺼짐/견인요망. 사제네비/후방카메라/무선도어락장착. 사제네비/무선도어락작동불능. 엔진,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=6&p_CarNo=45오2818&window=ok,2023-2602
부천시청,XXX9784,제네시스쿠페(GENESISCoupe),2010,"137,274","500,000","1,600,000",21,"최초등록일(2009-05-25). 구조변경건수(1건): 소음방지장치 (2010-09-01). 전원인가불가. 시동불능/점검불가/견인요망. 방치차량. 주행거리확인불가. 트렁크개폐불가/곰팡이오염됨. 실내훼손및 일부오염. 침수차량의심됨. 디퍼런셜누유. 하체부식. 보조키제작요망. 전면유리/전범퍼파손.원부상 마지막주행거리(137,274)km. 실주행거리확인요망. 말소",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=8&p_CarNo=54서9784&window=ok,2023-2602
부천시청,XXX5487,그랜저(GRANDEUR),2007,"177,018","300,000","1,050,000",10,"최초등록일(2007-07-02) 차량위치: 부천시 견인차량보관소(부천시 소사로 482)차량키없음. 방치차량. 폐차수준. 견인요망. 엔진/밋션점검확인불가. 트렁크(개/폐)작동불능. 원부상마지막주행거리151.693km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=11&p_CarNo=47마5487&window=ok,2023-1319
부천시청,XXX9974,캡티바 2.0D,2015,"78,870","3,000,000","6,300,000",30,"최초등록일(2014-12-17). 차량키파손/보조키고정불량. 엔진오일교환및 정비경고등점등. 사제네비/후방카메라장착. 블랙박스메모리없음. 차체떨림. 오일누유. 엔진및 크랭크샤프트풀리소음있음. 하체/소음기일부부식. 연료펌프소음있음. 원부상 마지막 주행거리(72,385)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=9&p_CarNo=65도9974&window=ok,2023-2602
부천시청,XXX1377,그랜드스타렉스(GRANDSTAREX),2008,"192,326","800,000","2,113,000",13,"최초등록일(2008-02-05). 차량상태불량. 폐차수준. 차량상태 및 사고유무 입찰자 반드시 현물직접 확인요망(클레임불가). 배터리방전. 방치차량. 실내오염심함. 오일누유심함. 바닥매트일부있음. 냉각수없음/녹발생. 엔진상태불량/매연심함/차체떨림. 변속불능/운행불가/낙찰시견인요망. 클러치불량. 차체/하체부식. 원부상 마지막 주행거리(186,451)km. 실",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=10&p_CarNo=75수1377&window=ok,2023-2602
부천시청,XXX9663,그랜드스타렉스(GRANDSTAREX),2016,"40,147","7,000,000","10,706,000",17,"최초등록일(2015-10-20). 배터리방전. 방치차량. 실내흙/먼지많음. 도어열림경고등점등및 닫힘불량. 자동도어록작동불량. 외관불량. 원부상 마지막 주행거리(39,972)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=11&p_CarNo=83부9663&window=ok,2023-2602
부천시청,XXXXX7000,에쿠스(EQUUS),2003,"190,205","900,000","2,200,000",7,"최초등록일(2003-07-10). 폐차수준. 방치차량. 냉각수없음및 누수흔적있음. 운행제한. 소음기불량. 하체부식심함. 에어컨/히터작동불량. 노후차량. 차량상태 및 사고유무 입찰자 반드시 현물직접 확인요망(클레임불가). 원부상 마지막 주행거리(121,526)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A2602&p_Code=12&p_CarNo=경기38머7000&window=ok,2023-2602
부천시청,XXX0983,싼타페(SANTAFE),2016,"113,007","8,000,000","12,270,000",53,"최초등록일(2015-09-04). 사제네비/후방카메라장착. 조향소음. 하체/소음기일부부식. 원부상 마지막 주행거리(96,852)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=1&p_CarNo=03루0983&window=ok,2023-1319
부천시청,XXX2286,스파크1.0,2019,"29,130","5,500,000","7,800,000",42,"최초등록일(2018-10-16). 사제네비/후방카메라장착(네비오작동). 원부상 마지막 주행거리(25,570)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=2&p_CarNo=16주2286&window=ok,2023-1319
부천시청,XXX9377,카니발,2018,"60,191","14,000,000","17,600,000",17,"배터리방전. 운전석후슬라이딩도어닫힘불량. 디스크부식. 제동시차체/핸들떨림. 타이어마모. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=3&p_CarNo=17라9377&window=ok,2023-1319
부천시청,XXX2209,투싼(TUCSON),2014,"197,410","3,000,000","3,940,000",9,"오일누유. 엔진소음. 밋션충격. 제동떨림. 원부상 마지막 주행거리(187,890)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=4&p_CarNo=24라2209&window=ok,2023-1319
부천시청,XXX1038,E220 CDI,2013,"138,867","5,000,000","6,200,000",4,직권말소차량/부활검사필요말소차량으로 낙찰후 낙찰자 임시번호판발급후 부활검사받아야함(비용낙찰자부담). 기타 자세한 사항은 부천시청 징수과 자동차공매 담당 (032-625-9305)에게 문의 하시기 바랍니다. 배터리방전. 방치차량. 오일누유. 전동틸딩핸들작동불량. 사제네비장착및작동불능. 밋션충격. 간헐적엔진부조. 트렁크내배기음스피커장치장착(불법시낙찰자제거의무있,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=5&p_CarNo=26러1038&window=ok,2023-1319
부천시청,XXXX7282,그랜저(GRANDEUR),2018,"108,966","10,000,000","13,060,000",31,"공동명의자공유자우선매수청구권있음최초등록일(2017-03-30). 영업용이력(1건). 원부상 마지막 주행거리(102,881)km. 주행거리불명. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=6&p_CarNo=342머7282&window=ok,2023-1319
부천시청,XXX8156,쏘렌토,2011,"384,921","800,000","2,111,000",11,"공동소유자공유자우선매수청구권있음최초등록일(2011-01-06). 차량상태불량. 폐차수준. 오일누유심함. 방치차량. 배터리방전. 터보/인터쿨러누유/엔진이음. 사제네비/후방감지기및 카메라/접이식미러장착(후방카메라작동불능). 블박메모리없음. 무선리모콘버튼훼손. 차체떨림. 하체소음심함. 원부상 마지막 주행거리(337,382)km. 실주행거리확인요망. 말소등록비 (",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=7&p_CarNo=35고8156&window=ok,2023-1319
부천시청,XXX1199,SM3,2010,"202,344","600,000","1,500,000",7,"최초등록일(2010-04-14) 차량위치: 부천시 견인차량보관소(부천시 소사로 482)밧데리방전. 시동불능. 방치차량. 견인요망.연료부족. 엔진/밋션점검확인불가. 원부상마지막주행거리184.098km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함 번호판 안",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=8&p_CarNo=38도1199&window=ok,2023-1319
부천시청,XXX0893,쏘나타(SONATA),2016,"53,781","4,000,000","7,210,000",76,"최초등록일(2015-11-12). 사제네비/후방카메라장착. 원부상 마지막 주행거리(49,768)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=9&p_CarNo=43거0893&window=ok,2023-1319
부천시청,XXX0344,피아트 500,2015,"85,117","4,500,000","5,511,000",1,"최초등록일(2016-12-30). 냉각수부족및 누수(견인요망). 등속조인트누유. 엔진체크등점등/램프경고등점등/조향유격및 소음. 핸들정렬불량/주행시핸들쏠림심함및 차체떨림발생. 변속충격있음. 사제후방카메라장착(연동기기없음). 원부상 마지막 주행거리(59,311)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012023A1319&p_Code=10&p_CarNo=43무0344&window=ok,2023-1319
부천시청,XXX0158,봉고Ⅲ 미닫이탑차,2019,"36,469","11,000,000","14,100,000",3,"최초등록일(2019-07-03) 차량내 소화기 없음(낙찰자 설치 의무있음).밧데리방전/제작년도2019년 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012025A619&p_Code=8&p_CarNo=80버0158&window=ok,2025-619
부천시청,XXX3783,K7 (휘발유),2014,"109,874","2,000,000","4,367,000",30,최초등록일(2014-01-07). 제작연도:2013년. 차량내 소화기 없음(낙찰자 설치 의무있음). 블랙박스 메모리/거치대 볼트없음. 스마트키 훼손/보조키 고정불량. 조향유격 및 소음. 하체소음심함. 주행시 차체쏠림. 차체떨림(주행시포함). 간헐적 엔진부조. 제동불량(운행제한). 히터작동불능. 타이어마모 심함. 하부부식/소음기부식 심함. 원부상 마지막 주행,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012025A619&p_Code=7&p_CarNo=51무3783&window=ok,2025-619
부천시청,XXX2391,S500 CGI L,2012,"290,188","3,000,000","5,670,000",14,최초등록일(2013-03-22). 제작연도:2012년. 차량내 소화기 없음(낙찰자 설치 의무있음). 차량상태불량. 시동꺼짐/점검불가/견인요망. 배터리방전. 보조배터리 기능이상/나이트뷰 작동안됨 메시지점등. 오일누유심함. 추진축 고무부싱크랙. 언더커버훼손. 자동썬루프 작동불량. 조향유격/소음. 차체떨림. 블랙박스 메모리없음. 전자 에어쇼바 작동불량. 간헐적 ,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK012025A619&p_Code=6&p_CarNo=56너2391&window=ok,2025-619
사상구청,XXXXX4916,싼타페(SANTAFE),2004,"332,401","400,000","859,000",4,"최초등록일(2003-11-12) 차량키1개해당점검서는 차량 실물과 사고 유,무 또는 외관 틀릴수 있습니다반드시 참고로 만 하시기 바랍니다차량상태 및 사고유무는 입찰자가 반드시 현물을 직접확인후 입찰하시기 바랍니다.(클레임 불가) 말소등록비 ( 등록면허세) 30000원 [ 저당:2건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 부산보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMBS012023A562&p_Code=2&p_CarNo=부산31러4916&window=ok,2023-562
사상구청,35로4971,쏘렌토,2012,"191,112","2,500,000","5,060,000",14,"최초등록일(2011-11-09) 차량내 소화기 없음(낙찰자 설치 의무있음).제작년도:2011년차량키1개해당점검서는 차량 실물과 사고 유,무 또는 외관 틀릴수 있습니다. 반드시 사진,실물 교차 검증 하시고 점검서 참고로 만 하시기 바랍니다. 차량상태 및 사고유무는 입찰자가 반드시 현물을 직접확인후 입찰하시기 바랍니다.(클레임 불가) 말소등록비 ( 등록면허세)",,오토마트 부산보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMBS012025A847&p_Code=1&p_CarNo=35로4971&window=ok,2025-847
